OA11CD,PAR11CD,PAR11NM,PAR11NMW,SMPOPIND,LAD11CD,LAD11NM,LAD11NMW,ObjectId
E00102659,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100276
E00102660,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100277
E00102661,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100278
E00102662,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100279
E00102663,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100280
E00102664,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100281
E00102665,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100282
E00102666,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100283
E00102667,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100284
E00102668,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100285
E00102669,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100286
E00102670,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100287
E00102671,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100288
E00102672,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100289
E00102673,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100290
E00102674,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100291
E00102675,E04003234,Teignmouth,,0,E07000045,Teignbridge,,100292
E00165897,E04012122,Newton Abbot,,0,E07000045,Teignbridge,,162431
E00165898,E04003202,Chudleigh,,0,E07000045,Teignbridge,,162461
E00165899,E04003202,Chudleigh,,0,E07000045,Teignbridge,,162466
E00165900,E04003226,Ogwell,,0,E07000045,Teignbridge,,162471
E00165901,E04003226,Ogwell,,0,E07000045,Teignbridge,,162476
E00165902,E04003233,Teigngrace,,0,E07000045,Teignbridge,,162481
E00165895,E04012122,Newton Abbot,,0,E07000045,Teignbridge,,162651
E00165896,E04012122,Newton Abbot,,0,E07000045,Teignbridge,,162652
